,carat,cut,color,clarity,depth,table,x,y,z,cut_group,color_group,clarity_group,price_predicted
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,2,2,4,8046.629733586458
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,2,2,3,8052.609982887009
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,2,1,4,4953.81212403596
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,1,2,2,1116.9297532990295
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,1,1,2,1269.8296396837286
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,1,1,2,896.3457741335114
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,1,1,3,670.8563671980191
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,1,2,3,6741.059789143882
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,1,1,2,1179.6515931868162
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,1,2,2,780.2095273168616
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,2,1,4,1021.5624938492401
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,1,1,3,644.1442823321595
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,2,1,4,11852.604316620942
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,1,2,4,6400.006272703253
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,2,1,3,6378.221974096752
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,1,2,3,10876.649689412141
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,2,1,3,850.0777333869264
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,1,2,3,19541.69481832535
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,1,1,4,4859.786254639213
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,1,2,2,563.7772821646013
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,1,2,3,15843.257282761311
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2,1,4,2244.638024654765
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,3,2,5,2346.606978760623
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,2,2,3,10242.483463637163
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,1,1,2,949.514276414302
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,1,1,4,9752.156543290066
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,2,1,2,304.0552696210252
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,1,1,4,5113.371747833782
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,2,1,4,814.893859006399
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,1,2,5,2794.9726351542577
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,1,2,4,9107.298310801923
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,2,2,3,5366.926342755371
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,1,2,4,18048.738862405946
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2,1,4,2502.466015099011
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,1,2,3,4978.022058322593
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,1,1,4,575.3343401874226
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,1,2,4,6310.364449216349
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,1,2,4,15609.546781722642
311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,1,2,1,530.5747787055789
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,1,2,4,8636.502479663919
313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,2,1,3,1086.9169222827259
314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,2,1,4,11804.28047024997
315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,2,2,4,12999.891844601105
316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,1,1,3,906.3140439572526
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,2,1,3,1642.3276965335608
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,1,1,2,872.4256050410986
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,1,2,2,8285.749835998728
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,2,2,4,8330.207559120277
321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,1,1,3,810.5478651080739
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,2,1,3,2860.7272712855665
323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,1,2,4,1086.522555031439
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,1,1,3,1647.7869256470549
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,1,2,4,14575.73248242212
326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,1,2,3,8921.03788962837
327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,2,1,2,633.9059929111208
328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,1,1,4,5085.769396924396
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,1,1,2,747.1611993708029
330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,1,2,3,363.9572392899245
331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,1,1,3,1085.669131233768
332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,1,2,3,2940.481906512281
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,1,1,3,1566.2191652800466
334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,1,2,2,3450.868023158886
335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,1,2,2,8268.310023189986
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,1,1,4,4767.4670523081
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,1,2,2,1182.6117790835506
338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,2,1,4,10112.75807291593
339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,2,2,4,4655.482388306322
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,1,2,4,419.4494019728518
341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,1,1,3,894.8044665644011
342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2,2,3,2118.200369628932
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,2,2,4,12980.23430729628
344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,1,2,3,8208.284094122446
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,2,2,2,6031.127801869388
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,1,2,4,13015.21788495062
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,2,2,4,534.0762395487545
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,2,1,3,1290.8569959754313
349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,2,2,3,5293.614222990738
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,1,1,2,493.3849419837861
351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,1,2,2,798.7577691168608
352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,1,2,3,159.0027535581521
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,1,2,2,3925.131388709642
354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,1,2,4,8417.277964200197
355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,2,1,4,682.7546558126469
356,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1,1,4,1602.0254270460136
357,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,2,2,4,4425.8274392600215
358,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,3,2,4,2005.187372359911
359,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,1,2,4,2253.7427011269538
360,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,1,2,1,2560.594680666587
361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,2,1,4,4913.8837431924785
362,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,1,2,3,386.68958922063393
363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,1,1,4,4157.713380612993
364,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,1,1,3,8527.40213232475
365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2,1,3,1882.921566920195
366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,1,1,4,4926.892440947715
367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,2,2,2,1787.3530056781383
368,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,1,2,1,616.8596722629682
369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,1,2,4,574.7685948406324
370,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,1,2,1,896.4595622403267
371,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,1,2,1,762.2116601906728
372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,1,2,2,1841.0554098062767
373,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,1,2,1,7827.983074262838
374,0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1,2,2,1151.0188069939231
375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,1,1,3,1569.5357815596726
376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,1,2,2,364.5369242910547
377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,1,1,3,935.9156165460008
378,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,1,2,3,918.6366696757068
379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,1,1,4,2191.0918875763746
380,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,1,2,4,5809.327532325615
381,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,1,2,3,568.1911133684298
382,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2,2,3,3335.6713377472406
383,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,1,1,2,1613.4536845615476
384,0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,1,2,3,895.3547743293439
385,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,1,1,3,985.7963836294766
386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,2,2,4,8330.94565077822
387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,1,1,3,768.0230417760831
388,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,1,2,4,4221.924748697729
389,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,1,2,3,7413.410666372375
390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,1,2,2,3444.067755953083
391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,1,2,4,779.504688843117
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,1,1,2,1035.452287780885
393,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,1,1,2,832.2982838033713
394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,1,1,4,2629.5325762920947
395,1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,1,2,4,6054.353264370495
396,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,1,1,2,1813.5526735269268
397,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,1,2,3,4507.481645086527
398,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,1,1,5,3786.371454224871
399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,2,1,3,1491.2867554702389
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,2,1,4,5342.180919463564
401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,1,1,2,1361.6198177728002
402,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,1,1,3,793.983567098312
403,0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,1,1,1,1907.3550893849751
404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,1,1,3,1625.7538638741426
405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,1,1,2,4171.472472667096
406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2,2,2,3031.184644596411
407,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,2,1,3,356.6496848882598
408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,2,1,3,1352.7662431330536
409,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,1,2,4,1614.2199279923188
410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1,2,4,1009.0438994272736
411,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,1,2,3,10629.10131148257
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,1,1,2,562.9545674300898
413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,2,1,3,3053.494215206534
414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,1,1,3,5573.501781683282
415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,2,1,4,4712.238047412775
416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,1,1,4,10314.186393911117
417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,1,1,4,633.4199981265047
418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,1,2,4,645.014858431241
419,1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,1,1,4,5339.316304556036
420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,1,1,3,2888.768892807366
421,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,1,2,5,3062.1108903015465
422,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,1,1,3,1738.7881741405363
423,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,1,1,3,6934.076677830233
424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,1,2,4,1087.8926022005253
425,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,2,2,4,3566.1770148050928
426,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,1,2,4,13331.71819046596
427,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,2,2,4,4383.5647443878115
428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,1,1,4,2867.4975118925977
429,0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,1,2,3,284.3977558477982
430,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,1,1,3,1104.8367638583986
431,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,1,1,3,1035.2164190011426
432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,2,1,4,5007.758742169222
433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,1,1,3,3547.116868539664
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,2,1,4,1404.0130448770287
435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,1,1,3,1540.2921926806448
436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,2,2,2,5966.568717386352
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,2,1,2,2593.823376091117
438,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,1,2,3,15433.84781085384
439,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,1,1,3,542.2303142357669
440,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,1,1,4,619.7570464489545
441,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,1,1,3,789.5091781285264
442,0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,1,2,3,467.4356103185655
443,0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,2,2,4,2210.2783405199298
444,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,1,1,3,909.0347978096106
445,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,1,1,4,2319.8570643315834
446,1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,1,1,3,10951.36874139247
447,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,1,2,1,811.5936706196753
448,2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,1,2,3,15498.868009594507
449,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,1,2,4,1034.8049015545257
450,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,2,2,4,803.6394610650568
451,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,1,2,4,2353.8601973311743
452,1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,1,2,3,5227.013986553013
453,0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,1,2,3,1516.7575521562048
454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,1,1,4,632.8709643709662
455,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1,2,4,1289.8005938366186
456,0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,1,1,3,3430.278524199579
457,0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,1,2,3,1609.8631194317695
458,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,2,2,4,65.19580250035506
459,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,2,2,4,13925.449954907966
460,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,1,1,3,1834.5126333890184
461,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,1,1,3,6783.837857014776
462,1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,1,2,2,9186.52826370298
463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,2,1,4,918.6249388990727
464,0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,1,1,3,879.6253263196377
465,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,1,1,3,2289.1664412724804
466,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,1,1,2,1405.363664696466
467,0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1,2,3,1551.6857869233772
468,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,1,1,3,8221.299572404623
469,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,1,1,3,9987.297654480684
470,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,1,1,3,821.7489198635776
471,1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,2,2,4,8433.180489836279
472,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,1,1,4,2281.197857978492
473,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,1,1,2,194.7354717691378
474,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,1,1,4,1663.8793668891958
475,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,2,2,2,1709.3515254139165
476,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,1,1,4,3916.2915585360824
477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,2,1,4,6936.94360743924
478,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,1,2,4,1191.1829267604626
479,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,2,1,4,5368.243916507647
480,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,1,2,4,780.4027225281243
481,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,1,2,2,883.0887283745633
482,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,1,2,2,9527.676085306119
483,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,1,2,1,1233.7145533152125
484,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,2,2,4,4136.932020397733
485,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,2,1,4,4847.818860654825
486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,2,1,4,4712.940727042742
487,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,1,2,3,6960.209959536554
488,1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,1,2,3,10259.001891867982
489,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,1,2,2,2306.5562831355073
490,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,1,2,4,3563.7233812929444
491,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,1,2,4,15956.506670076538
492,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,2,2,4,1330.041308520289
493,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,2,2,2,765.6124660610803
494,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,1,1,3,6743.505381748228
495,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1,1,3,1117.0685770342243
496,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,1,2,1,355.9444331736431
497,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,2,1,2,262.49896360251296
498,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1,2,4,1048.352867684629
499,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,2,2,4,4683.528240442443
500,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,1,1,3,3153.31814067073
501,1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,2,2,4,6135.9948869110885
502,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,2,2,4,532.4008663589993
503,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,2,2,4,8574.677530897327
504,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,1,2,3,596.4928398910051
505,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,1,1,3,2050.7210200076697
506,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,1,1,4,874.4651960460251
507,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,1,2,4,569.9667745806255
508,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,2,2,3,15003.589060214152
509,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,1,2,2,821.5145942029649
510,1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,3,2,4,3257.604453460359
511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,1,1,4,712.4011960103962
512,0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,2,2,3,3006.6802409792053
513,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,2,1,4,858.4078755631526
514,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,1,2,4,5104.102173371879
515,1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,2,1,4,5381.056344259163
516,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,1,2,2,3532.445739270299
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,1,1,4,2325.969531892173
518,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,1,2,2,5030.016759222608
519,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,2,1,3,546.788760924268
520,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,1,1,4,20765.903946720635
521,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,1,2,3,2411.2000858989886
522,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,2,1,4,4900.242968258146
523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,2,1,4,4530.052951984648
524,1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,1,1,4,5021.742939282118
525,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,2,2,4,2433.95117722726
526,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1,1,3,1084.5009872083428
527,0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,1,1,4,726.1847028993943
528,0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,1,1,3,3712.073656258286
529,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,2,1,3,471.9304111686579
530,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,1,1,3,3276.4202161249395
531,0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,1,1,3,723.7444420301581
532,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,1,2,4,8111.0909883321
533,1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,1,2,3,6393.631803199336
534,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,1,2,3,315.0898129987818
535,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,2,2,1,762.9978232991302
536,0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,2,2,4,2277.4975623032624
537,1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,1,2,4,4466.897299275208
538,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,2,1,1,764.2630465049169
539,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,1,2,2,9548.224805036172
540,0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,2,1,4,2622.053440938462
541,1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,1,2,3,6418.144403649174
542,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,2,2,3,1706.2078428242276
543,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,1,2,3,4466.944064279929
544,1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,2,2,4,4199.237839324898
545,2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,2,2,4,14417.097814906861
546,0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,1,1,4,705.5426351531642
