,event_name,date,description,line_up,event_link,place,city,park_name,park_link,park_latitude,park_longitude,attracion_link,event_latitude,event_longitude
1864,Teksupport: Adri,6/12/2020,$25.001st release,Adriatique,https://www.residentadvisor.net/events/1392767,ique (All Night Long),new york,La Cumbre Peak Day Use,https://www.rei.com/campgrounds/camp/115206910/la-cumbre-peak-day-use,34.4947,-119.713,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7087847', '-73.9247215'
1865,Claptone - The Masquerade,6/12/2020,$34.99Early bird,"Claptone, + more tba",https://www.residentadvisor.net/events/1360650,The Brooklyn Mirage,new york,AutoCamp Santa Barbara,https://www.rei.com/campgrounds/camp/117113806/autocamp-santa-barbara,34.4356,-119.7283,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7105692', '-73.9263982'
1866,Shaker Mountain Edition Four,6/12/2020,$223.00 + $27.90Advance ticket,"Boo Williams, Seb Wildblood, Analog Soul, Ash Lauryn, Relaxer, p.leone, CFCF, Gene Tellem, Musclecars",https://www.residentadvisor.net/events/1383844,TBA - New York,new york,Nino Picnic Site,https://www.rei.com/campgrounds/camp/115201858/nino-picnic-site,34.2264,-118.1799,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,,
1867,Ferry Corsten [Open to Close] - Made Event & Gray Area,6/12/2020,$35.00 + $4.40General admission,Ferry Corsten,https://www.residentadvisor.net/events/1394400,Quantum,new york,Paul Little Picnic Site,https://www.rei.com/campgrounds/camp/115201859/paul-little-picnic-site,34.2296,-118.1769,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.66958775', '-73.9955177593428'
1868,Booka Shade (Live),6/13/2020,$20.00Early bird,"HALL, └ Booka Shade",https://www.residentadvisor.net/events/1403821,Elsewhere,new york,Los Angeles Gateway District,https://www.rei.com/campgrounds/camp/115201820/los-angeles-gateway-district,34.2941,-118.3616,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.709397', '-73.9231657'
1869,Jellybean Rocks The House ~ The Bo,6/13/2020,$35.001st release,Jellybean Benitez,https://www.residentadvisor.net/events/1393091,Ride with Jellybean Benitez,new york,Delta Flat Day Use Site,https://www.rei.com/campgrounds/camp/115205649/delta-flat-day-use-site,34.3034,-118.2596,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7613866', '-73.9148269'
1870,Shaker Mountain Edition Four,6/13/2020,$223.00 + $27.90Advance ticket,"Boo Williams, Seb Wildblood, Analog Soul, Ash Lauryn, Relaxer, p.leone, CFCF, Gene Tellem, Musclecars",https://www.residentadvisor.net/events/1383844,TBA - New York,new york,Wildwood Picnic Site,https://www.rei.com/campgrounds/camp/115201894/wildwood-picnic-site,34.2944,-118.2407,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,,
1871,Never Fake It: Seth Magoon & Mike Guimond,6/13/2020,Never Fake It: Seth Magoon & Mike Guimond / Mike Guimond Birthday Bash,"Seth Magoon, Mike Guimond",https://www.residentadvisor.net/events/1353813,Le Bain,new york,Stonyvale Picnic Site,https://www.rei.com/campgrounds/camp/115201892/stonyvale-picnic-site,34.2849,-118.2236,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7408533', '-74.0080841942828'
1872,A-Trak (Open to Close),6/19/2020,$15.00Early bird,"HALL, └ A-Trak (Open to Close)",https://www.residentadvisor.net/events/1357381,Elsewhere,new york,Vogel Flat Picnic Site,https://www.rei.com/campgrounds/camp/115201893/vogel-flat-picnic-site,34.2881,-118.2271,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.709397', '-73.9231657'
1873,Mayan Warrior (Full Art Car),6/20/2020,$45.00Early bird **Sold Out**,"Mayan Warrior, + Special Guests",https://www.residentadvisor.net/events/1389151,The Brooklyn Mirage,new york,Echo Mountain Picnic Site,https://www.rei.com/campgrounds/camp/115201857/echo-mountain-picnic-site,34.2118,-118.1211,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7105692', '-73.9263982'
1874,Get Perlonized Sunset to Sunrise,6/20/2020,$30.001st release,Perlon,https://www.residentadvisor.net/events/1365780,TBA - New York,new york,Angeles National Forest Supervisor's Office,https://www.rei.com/campgrounds/camp/115210435/angeles-national-forest-supervisors-office,34.1481,-118.0338,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,,
1875,Wakanda Music Festival,6/20/2020,"Wakanda Music Festival WMF is New York City's most diverse Electronic Dance Music Festival. / Come celebrate  / A magical Day and Night of musical eruption, musical healing and inspired performances from revolutionary DJs, Stars and Artists from around the world. /  / Here’s to all the underdogs, the the rebels who stay true to their endearing spirits, the lovers-and-not-the-fighters, the hash-taggers, the electro heads, the ravers, the melanin ravers, the music festival fandom, the carnival bangers, the Afro Beat faithful, the trance and EDM super fans, the Afro punkers, the charity backers, the Ultranauts,…we celebrate our diversity. /  / Come experience a one-of-kind music festival as we celebrate a futuristic expression as one humankind.",TBD,https://www.residentadvisor.net/events/1284877,Brooklyn Hangar,new york,Inspiration Point Interpretive Site,https://www.rei.com/campgrounds/camp/115201871/inspiration-point-interpretive-site,34.2215,-118.1094,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.6509148367347', '-74.0227235510204'
1876,Kali Malone / Puce Mary / Tongue Depressor,6/20/2020,"Saturday, June 20th, ISSUE presents an expansive program at the Flamboyán Theater at The Clemente in the Lower East Side featuring American composer and musician Kali Malone, the ISSUE return of Puce Mary (Frederikke Hoffmeier) performing solo work, as well as Tongue Depressor, the New Haven-based duo project of multi-instrumentalists Zach Rowden and Henry Birdsey. /  / Kali Malone performs music from her as-yet unannounced upcoming record, which is a series of pieces in septimal just intonation for electronics, cello, and double bass. The pieces are a combination of canons and textural masses that utilize rational harmony to achieve dense yet calculated beatings in the critical band area. The record features Zach Rowden (contrabass) and Lucy Railton (cello) as the recorded musicians. Malone is known for using analog and digital synthesis within compositional frameworks that utilize unique tunings and psycho-acoustic phenomena. A recent string of albums explore this interplay within electroacoustic instrumentation: woodwinds with Buchla 200 synthesiser, strings quartets with sine waves, and – most notably – the pipe organ close mic’d and spatialized. These methods culminated in the major work The Sacrificial Code, which was Boomkat's album of the year for 2019. In the live context, Malone plays both organ-based and purely electronic shows. /  / Puce Mary returns to ISSUE for the first time since her appearance during 2014’s Swedish Energies festival. In 2018, Hoffmeier released a standout LP The Drought on PAN. Building from a reputation of arresting live performances and critically acclaimed releases, Hoffmeier broke new ground with The Drought, evolving the tropes of industrial and power electronics to forge an expanded vocabulary where space, harmony, and lyricism surface into a complex sonic and literary narrative. Her working methods have often been diverse, with a sound incorporating everything from concrete sound-poetry, first person narrative, and deliberate collages of field recordings and sound sources into ominous drone and dense feedback. /  / Tongue Depressor, the experimental instrumental duo of Zach Rowden and Henry Birdsey, work with various instrumental arrangements, but most often with fiddles. Inviting a vague narrative around Appalachian Pentecostalism, the duo has released five volumes of ecstatic, trance-inducing fiddle music, with pieces dedicated to figures such as the late snake-handling pastor Jamie Coots, French pharmacist Joseph Bienaimé Caventou, and other obscure Appalachian names such as Darlene Summerford, Maudie Lankford, and more. At ISSUE, the duo performs their singular fiddle duo alongside orchestra bells and aluminum nesting dolls. /  / Headquartered in Stockholm, Kali Malone is an American composer and musician who creates sonic monoliths that tug at the very material of listening. Employing acoustic and synthetic instrumentation in repetitive and extended durations, Malone’s rich harmonic textures emit a distinct emotive hue serving to generate a captivating and uncanny depth of focus. Malone has performed extensively throughout Europe and North America, with notable features at Berlin Atonal, Moogfest, Cafe Oto, Le Guess Who?, and Ina GRM. She has collaborated and performed with a variety of artists including Caterina Barbieri, Ellen Arkbro, Sorrowing Christ, Puce Mary, Free The Land, Zach Rowden, Leila Bordreuil and Lucy Railton. In 2016 she co-founded the record label XKatedral together with Maria W Horn. She holds both a BFA and MFA in electro-acoustic composition from the Royal College of Music in Stockholm. /  / Puce Mary is the solo moniker of Danish born experimental artist, Frederikke Hoffmeier. Since her first LP released in 2013, the project has explored the fields of industrial noise and experimental music with a vast number of releases on labels such as PAN, Posh Isolation, iDEAL Recordings, and Ascetic House. Often identified with the now-generation of power electronics, Puce Mary has a reputation for intense live-performances that span from gripping renditions of fresh material to the the full-on fury of off-the-cuff harsh noise. Her working methods are diverse, with a sound that is constantly evolving through her latest live sets and releases, to recent collaborative work with Francesco Leali, Heith, and Alessandro Branca. /  / Tongue Depressor (New Haven, CT) is the duo of Henry Birdsey (fiddle, lap steel) and Zach Rowden (fiddle, upright bass, microtonal organ). They write, improvise, and perform music that draws from the fields of drone, harsh noise, and church music, often using microtonal tunings. Recent projects and releases include the the ongoing Fiddle Music series (currently 5 volumes), Dregs (December 2019/ Thalamos), Broad Is The Road That Leads To Death (2018 C/Site Recordings), and To See Not, a trio recording with percussionist Trevor Saint (Glockenspiel) released via Obsolete Staircases (Kentucky). /  / Henry Birdsey is a multi-instrumentalist, composer, and recording engineer from Vermont, working primarily with pedal steel + lap steel, microtonal organ, violin, and homemade instruments. His music is often drone-based and involves microtonal tunings, the amplification of metal, and fragments of church music. /  / Zach Rowden is a American multi-instrumentalist that deals with the in-between of music and perception. The music he makes occupies genres such as spectral music, drone, folk & religious musics as well as harsh noise. He is currently based in New Haven, Connecticut. Current project and collaborators include Iancu Dumitrescu and the late Ana-Maria Avram’s Hyperion Ensemble as a member and soloist, Tongue Depressor with Henry Birdsey, Figured with Ian McColm, Arien Wilkerson (TMNT AZTRO), Leila Bordreuil, Tyshawn Sorey, Robert Black, Charmaine Lee, Paul Flaherty, Austin Larkin, Chris Cretella, Matt Sargent and Wendy Eisenberg.","Kali Malone, Puce Mary, Tongue Depressor",https://www.residentadvisor.net/events/1403870,Clemente Soto Velez Center,new york,AutoCamp Santa Barbara,https://www.rei.com/campgrounds/camp/117113806/autocamp-santa-barbara,34.4356,-119.7283,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.730627', '-73.988295'
